code,description,procedure_type_id
"E1699","Dialysis equipment, not otherwise specified",2
"E1700","Jaw motion rehabilitation system",2
"E1701","Replacement cushions for jaw motion rehabilitation system, pkg. of 6",2
"E1702","Replacement measuring scales for jaw motion rehabilitation system, pkg. of 200",2
"E1800","Dynamic adjustable elbow extension/flexion device, includes soft interface material",2
"E1801","Static progressive stretch elbow device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",2
"E1802","Dynamic adjustable forearm pronation/supination device, includes soft interface material",2
"E1805","Dynamic adjustable wrist extension / flexion device, includes soft interface material",2
"E1806","Static progressive stretch wrist device, flexion and/or extension, with or without range of motion adjustment, includes all components and accessories",2
"E1810","Dynamic adjustable knee extension / flexion device, includes soft interface material",2
"E1811","Static progressive stretch knee device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",2
"E1812","Dynamic knee, extension/flexion device with active resistance control",2
"E1815","Dynamic adjustable ankle extension/flexion device, includes soft interface material",2
"E1816","Static progressive stretch ankle device, flexion and/or extension, with or without range of motion adjustment, includes all components and accessories",2
"E1818","Static progressive stretch forearm pronation / supination device, with or without range of motion adjustment, includes all components and accessories",2
"E1820","Replacement soft interface material, dynamic adjustable extension/flexion device",2
"E1821","Replacement soft interface material/cuffs for bi-directional static progressive stretch device",2
"E1825","Dynamic adjustable finger extension/flexion device, includes soft interface material",2
"E1830","Dynamic adjustable toe extension/flexion device, includes soft interface material",2
"E1831","Static progressive stretch toe device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",2
"E1840","Dynamic adjustable shoulder flexion / abduction / rotation device, includes soft interface material",2
"E1841","Static progressive stretch shoulder device, with or without range of motion adjustment, includes all components and accessories",2
"E1902","Communication board, non-electronic augmentative or alternative communication device",2
"E2000","Gastric suction pump, home model, portable or stationary, electric",2
"E2100","Blood glucose monitor with integrated voice synthesizer",2
"E2101","Blood glucose monitor with integrated lancing/blood sample",2
"E2120","Pulse generator system for tympanic treatment of inner ear endolymphatic fluid",2
"E2201","Manual wheelchair accessory, nonstandard seat frame, width greater than or equal to 20 inches and less than 24 inches",2
"E2202","Manual wheelchair accessory, nonstandard seat frame width, 24-27 inches",2
"E2203","Manual wheelchair accessory, nonstandard seat frame depth, 20 to less than 22 inches",2
"E2204","Manual wheelchair accessory, nonstandard seat frame depth, 22 to 25 inches",2
"E2205","Manual wheelchair accessory, handrim without projections (includes ergonomic or contoured), any type, replacement only, each",2
"E2206","Manual wheelchair accessory, wheel lock assembly, complete, replacement only, each",2
"E2207","Wheelchair accessory, crutch and cane holder, each",2
"E2208","Wheelchair accessory, cylinder tank carrier, each",2
"E2209","Accessory, arm trough, with or without hand support, each",2
"E2210","Wheelchair accessory, bearings, any type, replacement only, each",2
"E2211","Manual wheelchair accessory, pneumatic propulsion tire, any size, each",2
"E2212","Manual wheelchair accessory, tube for pneumatic propulsion tire, any size, each",2
"E2213","Manual wheelchair accessory, insert for pneumatic propulsion tire (removable), any type, any size, each",2
"E2214","Manual wheelchair accessory, pneumatic caster tire, any size, each",2
"E2215","Manual wheelchair accessory, tube for pneumatic caster tire, any size, each",2
"E2216","Manual wheelchair accessory, foam filled propulsion tire, any size, each",2
"E2217","Manual wheelchair accessory, foam filled caster tire, any size, each",2
"E2218","Manual wheelchair accessory, foam propulsion tire, any size, each",2
"E2219","Manual wheelchair accessory, foam caster tire, any size, each",2
"E2220","Manual wheelchair accessory, solid (rubber/plastic) propulsion tire, any size, replacement only, each",2
"E2221","Manual wheelchair accessory, solid (rubber/plastic) caster tire (removable), any size, replacement only, each",2
"E2222","Manual wheelchair accessory, solid (rubber/plastic) caster tire with integrated wheel, any size, replacement only, each",2
"E2224","Manual wheelchair accessory, propulsion wheel excludes tire, any size, replacement only, each",2
"E2225","Manual wheelchair accessory, caster wheel excludes tire, any size, replacement only, each",2
"E2226","Manual wheelchair accessory, caster fork, any size, replacement only, each",2
"E2227","Manual wheelchair accessory, gear reduction drive wheel, each",2
"E2228","Manual wheelchair accessory, wheel braking system and lock, complete, each",2
"E2230","Manual wheelchair accessory, manual standing system",2
"E2231","Manual wheelchair accessory, solid seat support base (replaces sling seat), includes any type mounting hardware",2
"E2291","Back, planar, for pediatric size wheelchair including fixed attaching hardware",2
"E2292","Seat, planar, for pediatric size wheelchair including fixed attaching hardware",2
"E2293","Back, contoured, for pediatric size wheelchair including fixed attaching hardware",2
"E2294","Seat, contoured, for pediatric size wheelchair including fixed attaching hardware",2
"E2295","Manual wheelchair accessory, for pediatric size wheelchair, dynamic seating frame, allows coordinated movement of multiple positioning features",2
"E2300","Wheelchair accessory, power seat elevation system, any type",2
"E2301","Wheelchair accessory, power standing system, any type",2
"E2310","Power wheelchair accessory, electronic connection between wheelchair controller and one power seating system motor, including all related electronics, indicator feature, mechanical function selection switch, and fixed mounting hardware",2
"E2311","Power wheelchair accessory, electronic connection between wheelchair controller and two or more power seating system motors, including all related electronics, indicator feature, mechanical function selection switch, and fixed mounting hardware",2
"E2312","Power wheelchair accessory, hand or chin control interface, mini-proportional remote joystick, proportional, including fixed mounting hardware",2
"E2313","Power wheelchair accessory, harness for upgrade to expandable controller, including all fasteners, connectors and mounting hardware, each",2
"E2321","Power wheelchair accessory, hand control interface, remote joystick, nonproportional, including all related electronics, mechanical stop switch, and fixed mounting hardware",2
"E2322","Power wheelchair accessory, hand control interface, multiple mechanical switches, nonproportional, including all related electronics, mechanical stop switch, and fixed mounting hardware",2
"E2323","Power wheelchair accessory, specialty joystick handle for hand control interface, prefabricated",2
"E2324","Power wheelchair accessory, chin cup for chin control interface",2
"E2325","Power wheelchair accessory, sip and puff interface, nonproportional, including all related electronics, mechanical stop switch, and manual swingaway mounting hardware",2
"E2326","Power wheelchair accessory, breath tube kit for sip and puff interface",2
"E2327","Power wheelchair accessory, head control interface, mechanical, proportional, including all related electronics, mechanical direction change switch, and fixed mounting hardware",2
"E2328","Power wheelchair accessory, head control or extremity control interface, electronic, proportional, including all related electronics and fixed mounting hardware",2
"E2329","Power wheelchair accessory, head control interface, contact switch mechanism, nonproportional, including all related electronics, mechanical stop switch, mechanical direction change switch, head array, and fixed mounting hardware",2
"E2330","Power wheelchair accessory, head control interface, proximity switch mechanism, nonproportional, including all related electronics, mechanical stop switch, mechanical direction change switch, head array, and fixed mounting hardware",2
"E2331","Power wheelchair accessory, attendant control, proportional, including all related electronics and fixed mounting hardware",2
"E2340","Power wheelchair accessory, nonstandard seat frame width, 20-23 inches",2
"E2341","Power wheelchair accessory, nonstandard seat frame width, 24-27 inches",2
"E2342","Power wheelchair accessory, nonstandard seat frame depth, 20 or 21 inches",2
"E2343","Power wheelchair accessory, nonstandard seat frame depth, 22-25 inches",2
"E2351","Power wheelchair accessory, electronic interface to operate speech generating device using power wheelchair control interface",2
"E2358","Power wheelchair accessory, group 34 non-sealed lead acid battery, each",2
"E2359","Power wheelchair accessory, group 34 sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",2
"E2360","Power wheelchair accessory, 22 NF non-sealed lead acid battery, each",2
"E2361","Power wheelchair accessory, 22 NF sealed lead acid battery, each, (e.g., gel cell, absorbed glassmat)",2
"E2362","Power wheelchair accessory, group 24 non-sealed lead acid battery, each",2
"E2363","Power wheelchair accessory, group 24 sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",2
"E2364","Power wheelchair accessory, U-1 non-sealed lead acid battery, each",2
"E2365","Power wheelchair accessory, U-1 sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",2
"E2366","Power wheelchair accessory, battery charger, single mode, for use with only one battery type, sealed or non-sealed, each",2
"E2367","Power wheelchair accessory, battery charger, dual mode, for use with either battery type, sealed or non-sealed, each",2
"E2368","Power wheelchair component, drive wheel motor, replacement only",2
"E2369","Power wheelchair component, drive wheel gear box, replacement only",2
"E2370","Power wheelchair component, integrated drive wheel motor and gear box combination, replacement only",2
"E2371","Power wheelchair accessory, group 27 sealed lead acid battery, (e.g., gel cell, absorbed glassmat), each",2
"E2372","Power wheelchair accessory, group 27 non-sealed lead acid battery, each",2
"E2373","Power wheelchair accessory, hand or chin control interface, compact remote joystick, proportional, including fixed mounting hardware",2
"E2374","Power wheelchair accessory, hand or chin control interface, standard remote joystick (not including controller), proportional, including all related electronics and fixed mounting hardware, replacement only",2
"E2375","Power wheelchair accessory, non-expandable controller, including all related electronics and mounting hardware, replacement only",2
"E2376","Power wheelchair accessory, expandable controller, including all related electronics and mounting hardware, replacement only",2
"E2377","Power wheelchair accessory, expandable controller, including all related electronics and mounting hardware, upgrade provided at initial issue",2
"E2378","Power wheelchair component, actuator, replacement only",2
"E2381","Power wheelchair accessory, pneumatic drive wheel tire, any size, replacement only, each",2
"E2382","Power wheelchair accessory, tube for pneumatic drive wheel tire, any size, replacement only, each",2
"E2383","Power wheelchair accessory, insert for pneumatic drive wheel tire (removable), any type, any size, replacement only, each",2
"E2384","Power wheelchair accessory, pneumatic caster tire, any size, replacement only, each",2
"E2385","Power wheelchair accessory, tube for pneumatic caster tire, any size, replacement only, each",2
"E2386","Power wheelchair accessory, foam filled drive wheel tire, any size, replacement only, each",2
"E2387","Power wheelchair accessory, foam filled caster tire, any size, replacement only, each",2
"E2388","Power wheelchair accessory, foam drive wheel tire, any size, replacement only, each",2
"E2389","Power wheelchair accessory, foam caster tire, any size, replacement only, each",2
"E2390","Power wheelchair accessory, solid (rubber/plastic) drive wheel tire, any size, replacement only, each",2
"E2391","Power wheelchair accessory, solid (rubber/plastic) caster tire (removable), any size, replacement only, each",2
"E2392","Power wheelchair accessory, solid (rubber/plastic) caster tire with integrated wheel, any size, replacement only, each",2
"E2394","Power wheelchair accessory, drive wheel excludes tire, any size, replacement only, each",2
"E2395","Power wheelchair accessory, caster wheel excludes tire, any size, replacement only, each",2
"E2396","Power wheelchair accessory, caster fork, any size, replacement only, each",2
"E2397","Power wheelchair accessory, lithium-based battery, each",2
"E2402","Negative pressure wound therapy electrical pump, stationary or portable",2
"E2500","Speech generating device, digitized speech, using pre-recorded messages, less than or equal to 8 minutes recording time",2
"E2502","Speech generating device, digitized speech, using pre-recorded messages, greater than 8 minutes but less than or equal to 20 minutes recording time",2
"E2504","Speech generating device, digitized speech, using pre-recorded messages, greater than 20 minutes but less than or equal to 40 minutes recording time",2
"E2506","Speech generating device, digitized speech, using pre-recorded messages, greater than 40 minutes recording time",2
"E2508","Speech generating device, synthesized speech, requiring message formulation by spelling and access by physical contact with the device",2
"E2510","Speech generating device, synthesized speech, permitting multiple methods of message formulation and multiple methods of device access",2
"E2511","Speech generating software program, for personal computer or personal digital assistant",2
"E2512","Accessory for speech generating device, mounting system",2
"E2599","Accessory for speech generating device, not otherwise classified",2
"E2601","General use wheelchair seat cushion, width less than 22 inches, any depth",2
"E2602","General use wheelchair seat cushion, width 22 inches or greater, any depth",2
"E2603","Skin protection wheelchair seat cushion, width less than 22 inches, any depth",2
"E2604","Skin protection wheelchair seat cushion, width 22 inches or greater, any depth",2
"E2605","Positioning wheelchair seat cushion, width less than 22 inches, any depth",2
"E2606","Positioning wheelchair seat cushion, width 22 inches or greater, any depth",2
"E2607","Skin protection and positioning wheelchair seat cushion, width less than 22 inches, any depth",2
"E2608","Skin protection and positioning wheelchair seat cushion, width 22 inches or greater, any depth",2
"E2609","Custom fabricated wheelchair seat cushion, any size",2
"E2610","Wheelchair seat cushion, powered",2
"E2611","General use wheelchair back cushion, width less than 22 inches, any height, including any type mounting hardware",2
"E2612","General use wheelchair back cushion, width 22 inches or greater, any height, including any type mounting hardware",2
"E2613","Positioning wheelchair back cushion, posterior, width less than 22 inches, any height, including any type mounting hardware",2
"E2614","Positioning wheelchair back cushion, posterior, width 22 inches or greater, any height, including any type mounting hardware",2
"E2615","Positioning wheelchair back cushion, posterior-lateral, width less than 22 inches, any height, including any type mounting hardware",2
"E2616","Positioning wheelchair back cushion, posterior-lateral, width 22 inches or greater, any height, including any type mounting hardware",2
"E2617","Custom fabricated wheelchair back cushion, any size, including any type mounting hardware",2
"E2619","Replacement cover for wheelchair seat cushion or back cushion, each",2
"E2620","Positioning wheelchair back cushion, planar back with lateral supports, width less than 22 inches, any height, including any type mounting hardware",2
"E2621","Positioning wheelchair back cushion, planar back with lateral supports, width 22 inches or greater, any height, including any type mounting hardware",2
"E2622","Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2
"E2623","Skin protection wheelchair seat cushion, adjustable, width 22 inches or greater, any depth",2
"E2624","Skin protection and positioning wheelchair seat cushion, adjustable, width less than 22 inches, any depth",2
"E2625","Skin protection and positioning wheelchair seat cushion, adjustable, width 22 inches or greater, any depth",2
"E2626","Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, adjustable",2
"E2627","Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, adjustable Rancho type",2
"E2628","Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, reclining",2
"E2629","Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, friction arm support (friction dampening to proximal and distal joints)",2
"E2630","Wheelchair accessory, shoulder elbow, mobile arm support, monosuspension arm and hand support, overhead elbow forearm hand sling support, yoke type suspension support",2
"E2631","Wheelchair accessory, addition to mobile arm support, elevating proximal arm",2
"E2632","Wheelchair accessory, addition to mobile arm support, offset or lateral rocker arm with elastic balance control",2
"E2633","Wheelchair accessory, addition to mobile arm support, supinator",2
"E8000","Gait trainer, pediatric size, posterior support, includes all accessories and components",2
"E8001","Gait trainer, pediatric size, upright support, includes all accessories and components",2
"E8002","Gait trainer, pediatric size, anterior support, includes all accessories and components",2
"G0008","Administration of influenza virus vaccine",2
"G0009","Administration of pneumococcal vaccine",2
"G0010","Administration of hepatitis B vaccine",2
"G0027","Semen analysis; presence and/or motility of sperm excluding huhner",2
"G0101","Cervical or vaginal cancer screening; pelvic and clinical breast examination",2
"G0102","Prostate cancer screening; digital rectal examination",2
"G0103","Prostate cancer screening; prostate specific antigen test (PSA)",2
"G0104","Colorectal cancer screening; flexible sigmoidoscopy",2
"G0105","Colorectal cancer screening; colonoscopy on individual at high risk",2
"G0106","Colorectal cancer screening; alternative to G0104, screening sigmoidoscopy, barium enema",2
"G0108","Diabetes outpatient self-management training services, individual, per 30 minutes",2
"G0109","Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",2
"G0117","Glaucoma screening for high risk patients furnished by an optometrist or ophthalmologist",2
"G0118","Glaucoma screening for high risk patient furnished under the direct supervision of an optometrist or ophthalmologist",2
"G0120","Colorectal cancer screening; alternative to G0105, screening colonoscopy, barium enema.",2
"G0121","Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk",2
"G0122","Colorectal cancer screening; barium enema",2
"G0123","Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",2
"G0124","Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",2
"G0127","Trimming of dystrophic nails, any number",2
"G0128","Direct (face-to-face with patient) skilled nursing services of a registered nurse provided in a comprehensive outpatient rehabilitation facility, each 10 minutes beyond the first 5 minutes",2
"G0129","Occupational therapy services requiring the skills of a qualified occupational therapist, furnished as a component of a partial hospitalization treatment program, per session (45 minutes or more)",2
"G0130","Single energy x-ray absorptiometry (SEXA) bone density study, one or more sites; appendicular skeleton (peripheral) (e.g., radius, wrist, heel)",2
"G0141","Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",2
"G0143","Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with manual screening and rescreening by cytotechnologist under physician supervision",2
"G0144","Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system, under physician supervision",2
"G0145","Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system and manual rescreening under physician supervision",2
"G0147","Screening cytopathology smears, cervical or vaginal, performed by automated system under physician supervision",2
"G0148","Screening cytopathology smears, cervical or vaginal, performed by automated system with manual rescreening",2
"G0151","Services performed by a qualified physical therapist in the home health or hospice setting, each 15 minutes",2
"G0152","Services performed by a qualified occupational therapist in the home health or hospice setting, each 15 minutes",2
"G0153","Services performed by a qualified speech-language pathologist in the home health or hospice setting, each 15 minutes",2
"G0155","Services of clinical social worker in home health or hospice settings, each 15 minutes",2
"G0156","Services of home health/hospice aide in home health or hospice settings, each 15 minutes",2
"G0157","Services performed by a qualified physical therapist assistant in the home health or hospice setting, each 15 minutes",2
"G0158","Services performed by a qualified occupational therapist assistant in the home health or hospice setting, each 15 minutes",2
"G0159","Services performed by a qualified physical therapist, in the home health setting, in the establishment or delivery of a safe and effective physical therapy maintenance program, each 15 minutes",2
"G0160","Services performed by a qualified occupational therapist, in the home health setting, in the establishment or delivery of a safe and effective occupational therapy maintenance program, each 15 minutes",2
"G0161","Services performed by a qualified speech-language pathologist, in the home health setting, in the establishment or delivery of a safe and effective speech-language pathology maintenance program, each 15 minutes",2
"G0162","Skilled services by a registered nurse (RN) for management and evaluation of the plan of care; each 15 minutes (the patient's underlying condition or complication requires an RN to ensure that essential non-skilled care achieves its purpose in the home health or hospice setting)",2
"G0166","External counterpulsation, per treatment session",2
"G0168","Wound closure utilizing tissue adhesive(s) only",2
"G0175","Scheduled interdisciplinary team conference (minimum of three exclusive of patient care nursing staff) with patient present",2
"G0176","Activity therapy, such as music, dance, art or play therapies not for recreation, related to the care and treatment of patient's disabling mental health problems, per session (45 minutes or more)",2
"G0177","Training and educational services related to the care and treatment of patient's disabling mental health problems per session (45 minutes or more)",2
"G0179","Physician re-certification for Medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implementation of the plan of care that meets patient's needs, per re-certification period",2
"G0180","Physician certification for Medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implementation of the plan of care that meets patient's needs, per certification period",2
"G0181","Physician supervision of a patient receiving Medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patient status, review of laboratory and other studies, communication (including telephone calls) with other health care professionals involved in the patient's care, integration of new information into the medical treatment plan and/or adjustment of medical therapy, within a calendar month, 30 minutes or more",2
"G0182","Physician supervision of a patient under a Medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patient status, review of laboratory and other studies, communication (including telephone calls) with other health care professionals involved in the patient's care, integration of new information into the medical treatment plan and/or adjustment of medical therapy, within a calendar month, 30 minutes or more",2
"G0186","Destruction of localized lesion of choroid (for example, choroidal neovascularization); photocoagulation, feeder vessel technique (one or more sessions)",2
"G0219","PET imaging whole body; melanoma for non-covered indications",2
"G0235","PET imaging, any site, not otherwise specified",2
"G0237","Therapeutic procedures to increase strength or endurance of respiratory muscles, face to face, one on one, each 15 minutes (includes monitoring)",2
"G0238","Therapeutic procedures to improve respiratory function, other than described by G0237, one on one, face to face, per 15 minutes (includes monitoring)",2
"G0239","Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",2
"G0245","Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (LOPS) which must include: (1) the diagnosis of LOPS, (2) a patient history, (3) a physical examination that consists of at least the following elements: (a) visual inspection of the forefoot, hindfoot and toe web spaces, (b) evaluation of a protective sensation, (c) evaluation of foot structure and biomechanics, (d) evaluation of vascular status and skin integrity, and (e) evaluation and recommendation of footwear and (4) patient education",2
"G0246","Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (LOPS) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a) visual inspection of the forefoot, hindfoot and toe web spaces, (b) evaluation of protective sensation, (c) evaluation of foot structure and biomechanics, (d) evaluation of vascular status and skin integrity, and (e) evaluation and recommendation of footwear, and (3) patient education",2
"G0247","Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (LOPS) to include, the local care of superficial wounds (i.e. superficial to muscle and fascia) and at least the following if present: (1) local care of superficial wounds, (2) debridement of corns and calluses, and (3) trimming and debridement of nails",2
"G0248","Demonstration, prior to initiation of home INR monitoring, for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets Medicare coverage criteria, under the direction of a physician; includes: face-to-face demonstration of use and care of the INR monitor, obtaining at least one blood sample, provision of instructions for reporting home INR test results, and documentation of patient's ability to perform testing and report results",2
"G0249","Provision of test materials and equipment for home INR monitoring of patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets Medicare coverage criteria; includes: provision of materials for use in the home and reporting of test results to physician; testing not occurring more frequently than once a week; testing materials, billing units of service include 4 tests",2
"G0250","Physician review, interpretation, and patient management of home INR testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets Medicare coverage criteria; testing not occurring more frequently than once a week; billing units of service include 4 tests",2
"G0252","PET imaging, full and partial-ring PET scanners only, for initial diagnosis of breast cancer and/or surgical planning for breast cancer (e.g., initial staging of axillary lymph nodes)",2
"G0255","Current perception threshold/sensory nerve conduction test, (SNCT) per limb, any nerve",2
"G0257","Unscheduled or emergency dialysis treatment for an ESRD patient in a hospital outpatient department that is not certified as an ESRD facility",2
"G0259","Injection procedure for sacroiliac joint; arthrography",2
"G0260","Injection procedure for sacroiliac joint; provision of anesthetic, steroid and/or other therapeutic agent, with or without arthrography",2
"G0268","Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing",2
"G0269","Placement of occlusive device into either a venous or arterial access site, post surgical or interventional procedure (e.g., angioseal plug, vascular plug)",2
"G0270","Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face with the patient, each 15 minutes",2
"G0271","Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more individuals), each 30 minutes",2
"G0276","Blinded procedure for lumbar stenosis, percutaneous image-guided lumbar decompression (PILD) or placebo-control, performed in an approved coverage with evidence development (CED) clinical trial",2
"G0277","Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval",2
"G0278","Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal aorta or ipsilateral femoral or iliac artery, injection of dye, production of permanent images, and radiologic supervision and interpretation (list separately in addition to primary procedure)",2
"G0279","Diagnostic digital breast tomosynthesis, unilateral or bilateral (list separately in addition to G0204 or G0206)",2
"G0281","Electrical stimulation, (unattended), to one or more areas, for chronic Stage III and Stage IV pressure ulcers, arterial ulcers, diabetic ulcers, and venous stasis ulcers not demonstrating measurable signs of healing after 30 days of conventional care, as part of a therapy plan of care",2
"G0282","Electrical stimulation, (unattended), to one or more areas, for wound care other than described in G0281",2
"G0283","Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",2
"G0288","Reconstruction, computed tomographic angiography of aorta for surgical planning for vascular surgery",2
"G0289","Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",2
"G0293","Noncovered surgical procedure(s) using conscious sedation, regional, general or spinal anesthesia in a Medicare qualifying clinical trial, per day",2
"G0294","Noncovered procedure(s) using either no anesthesia or local anesthesia only, in a Medicare qualifying clinical trial, per day",2
"G0295","Electromagnetic therapy, to one or more areas, for wound care other than described in G0329 or for other uses",2
"G0296","Counseling visit to discuss need for lung cancer screening using low dose CT scan (ldct) (service is for eligibility determination and shared decision making)",2
"G0297","Low dose CT scan (ldct) for lung cancer screening",2
"G0299","Direct skilled nursing services of a registered nurse (RN) in the home health or hospice setting, each 15 minutes",2
"G0300","Direct skilled nursing services of a licensed practical nurse (LPN) in the home health or hospice setting, each 15 minutes",2
"G0302","Pre-operative pulmonary surgery services for preparation for LVRS, complete course of services, to include a minimum of 16 days of services",2
"G0303","Pre-operative pulmonary surgery services for preparation for LVRS, 10 to 15 days of services",2
"G0304","Pre-operative pulmonary surgery services for preparation for LVRS, 1 to 9 days of services",2
"G0305","Post-discharge pulmonary surgery services after LVRS, minimum of 6 days of services",2
"G0306","Complete CBC, automated (HgB, HCT, RBC, WBC, without platelet count) and automated WBC differential count",2
"G0307","Complete (CBC), automated (HgB, HCT, RBC, WBC; without platelet count)",2
"G0328","Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",2
"G0329","Electromagnetic therapy, to one or more areas for chronic Stage III and Stage IV pressure ulcers, arterial ulcers, diabetic ulcers and venous stasis ulcers not demonstrating measurable signs of healing after 30 days of conventional care as part of a therapy plan of care",2
"G0333","Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a beneficiary",2
"G0337","Hospice evaluation and counseling services, pre-election",2
"G0339","Image-guided robotic linear accelerator-based stereotactic radiosurgery, complete course of therapy in one session or first session of fractionated treatment",2
"G0340","Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of treatment",2
"G0341","Percutaneous islet cell transplant, includes portal vein catheterization and infusion",2
"G0342","Laparoscopy for islet cell transplant, includes portal vein catheterization and infusion",2
"G0343","Laparotomy for islet cell transplant, includes portal vein catheterization and infusion",2
"G0365","Vessel mapping of vessels for hemodialysis access (services for preoperative vessel mapping prior to creation of hemodialysis access using an autogenous hemodialysis conduit, including arterial inflow and venous outflow)",2
"G0372","Physician service required to establish and document the need for a power mobility device",2
"G0378","Hospital observation service, per hour",2
"G0379","Direct admission of patient for hospital observation care",2
"G0380","Level 1 hospital emergency department visit provided in a type B emergency department; (the ED must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 CFR 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",2
"G0381","Level 2 hospital emergency department visit provided in a type B emergency department; (the ED must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 CFR 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",2
"G0382","Level 3 hospital emergency department visit provided in a type B emergency department; (the ED must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 CFR 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",2
