code,description,procedure_type_id
"28805","AMPUTATION, FOOT; TRANSMETATARSAL",1
"28810","AMPUTATION, METATARSAL, WITH TOE, SINGLE",1
"28820","AMPUTATION, TOE; METATARSOPHALANGEAL JOINT",1
"28825","AMPUTATION, TOE; INTERPHALANGEAL JOINT",1
"28890","EXTRACORPOREAL SHOCK WAVE, HIGH ENERGY, PERFORMED BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL, REQUIRING ANESTHESIA OTHER THAN LOCAL, INCLUDING ULTRASOUND GUIDANCE, INVOLVING THE PLANTAR FASCIA",1
"28899","UNLISTED PROCEDURE, FOOT OR TOES",1
"29000","APPLICATION OF HALO TYPE BODY CAST (SEE 20661-20663 FOR INSERTION)",1
"29010","APPLICATION OF RISSER JACKET, LOCALIZER, BODY; ONLY",1
"29015","APPLICATION OF RISSER JACKET, LOCALIZER, BODY; INCLUDING HEAD",1
"29035","APPLICATION OF BODY CAST, SHOULDER TO HIPS;",1
"29040","APPLICATION OF BODY CAST, SHOULDER TO HIPS; INCLUDING HEAD, MINERVA TYPE",1
"29044","APPLICATION OF BODY CAST, SHOULDER TO HIPS; INCLUDING 1 THIGH",1
"29046","APPLICATION OF BODY CAST, SHOULDER TO HIPS; INCLUDING BOTH THIGHS",1
"29049","APPLICATION, CAST; FIGURE-OF-EIGHT",1
"29055","APPLICATION, CAST; SHOULDER SPICA",1
"29058","APPLICATION, CAST; PLASTER VELPEAU",1
"29065","APPLICATION, CAST; SHOULDER TO HAND (LONG ARM)",1
"29075","APPLICATION, CAST; ELBOW TO FINGER (SHORT ARM)",1
"29085","APPLICATION, CAST; HAND AND LOWER FOREARM (GAUNTLET)",1
"29086","APPLICATION, CAST; FINGER (EG, CONTRACTURE)",1
"29105","APPLICATION OF LONG ARM SPLINT (SHOULDER TO HAND)",1
"29125","APPLICATION OF SHORT ARM SPLINT (FOREARM TO HAND); STATIC",1
"29126","APPLICATION OF SHORT ARM SPLINT (FOREARM TO HAND); DYNAMIC",1
"29130","APPLICATION OF FINGER SPLINT; STATIC",1
"29131","APPLICATION OF FINGER SPLINT; DYNAMIC",1
"29200","STRAPPING; THORAX",1
"29240","STRAPPING; SHOULDER (EG, VELPEAU)",1
"29260","STRAPPING; ELBOW OR WRIST",1
"29280","STRAPPING; HAND OR FINGER",1
"29305","APPLICATION OF HIP SPICA CAST; 1 LEG",1
"29325","APPLICATION OF HIP SPICA CAST; 1 AND ONE-HALF SPICA OR BOTH LEGS",1
"29345","APPLICATION OF LONG LEG CAST (THIGH TO TOES);",1
"29355","APPLICATION OF LONG LEG CAST (THIGH TO TOES); WALKER OR AMBULATORY TYPE",1
"29358","APPLICATION OF LONG LEG CAST BRACE",1
"29365","APPLICATION OF CYLINDER CAST (THIGH TO ANKLE)",1
"29405","APPLICATION OF SHORT LEG CAST (BELOW KNEE TO TOES);",1
"29425","APPLICATION OF SHORT LEG CAST (BELOW KNEE TO TOES); WALKING OR AMBULATORY TYPE",1
"29435","APPLICATION OF PATELLAR TENDON BEARING (PTB) CAST",1
"29440","ADDING WALKER TO PREVIOUSLY APPLIED CAST",1
"29445","APPLICATION OF RIGID TOTAL CONTACT LEG CAST",1
"29450","APPLICATION OF CLUBFOOT CAST WITH MOLDING OR MANIPULATION, LONG OR SHORT LEG",1
"29505","APPLICATION OF LONG LEG SPLINT (THIGH TO ANKLE OR TOES)",1
"29515","APPLICATION OF SHORT LEG SPLINT (CALF TO FOOT)",1
"29520","STRAPPING; HIP",1
"29530","STRAPPING; KNEE",1
"29540","STRAPPING; ANKLE AND/OR FOOT",1
"29550","STRAPPING; TOES",1
"29580","STRAPPING; UNNA BOOT",1
"29581","APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM; LEG (BELOW KNEE), INCLUDING ANKLE AND FOOT",1
"29584","APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM; UPPER ARM, FOREARM, HAND, AND FINGERS",1
"29700","REMOVAL OR BIVALVING; GAUNTLET, BOOT OR BODY CAST",1
"29705","REMOVAL OR BIVALVING; FULL ARM OR FULL LEG CAST",1
"29710","REMOVAL OR BIVALVING; SHOULDER OR HIP SPICA, MINERVA, OR RISSER JACKET, ETC.",1
"29720","REPAIR OF SPICA, BODY CAST OR JACKET",1
"29730","WINDOWING OF CAST",1
"29740","WEDGING OF CAST (EXCEPT CLUBFOOT CASTS)",1
"29750","WEDGING OF CLUBFOOT CAST",1
"29799","UNLISTED PROCEDURE, CASTING OR STRAPPING",1
"29800","ARTHROSCOPY, TEMPOROMANDIBULAR JOINT, DIAGNOSTIC, WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)",1
"29804","ARTHROSCOPY, TEMPOROMANDIBULAR JOINT, SURGICAL",1
"29805","ARTHROSCOPY, SHOULDER, DIAGNOSTIC, WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)",1
"29806","ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY",1
"29807","ARTHROSCOPY, SHOULDER, SURGICAL; REPAIR OF SLAP LESION",1
"29819","ARTHROSCOPY, SHOULDER, SURGICAL; WITH REMOVAL OF LOOSE BODY OR FOREIGN BODY",1
"29820","ARTHROSCOPY, SHOULDER, SURGICAL; SYNOVECTOMY, PARTIAL",1
"29821","ARTHROSCOPY, SHOULDER, SURGICAL; SYNOVECTOMY, COMPLETE",1
"29822","ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDEMENT, LIMITED",1
"29823","ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDEMENT, EXTENSIVE",1
"29824","ARTHROSCOPY, SHOULDER, SURGICAL; DISTAL CLAVICULECTOMY INCLUDING DISTAL ARTICULAR SURFACE (MUMFORD PROCEDURE)",1
"29825","ARTHROSCOPY, SHOULDER, SURGICAL; WITH LYSIS AND RESECTION OF ADHESIONS, WITH OR WITHOUT MANIPULATION",1
"29826","ARTHROSCOPY, SHOULDER, SURGICAL; DECOMPRESSION OF SUBACROMIAL SPACE WITH PARTIAL ACROMIOPLASTY, WITH CORACOACROMIAL LIGAMENT (IE, ARCH) RELEASE, WHEN PERFORMED (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",1
"29827","ARTHROSCOPY, SHOULDER, SURGICAL; WITH ROTATOR CUFF REPAIR",1
"29828","ARTHROSCOPY, SHOULDER, SURGICAL; BICEPS TENODESIS",1
"29830","ARTHROSCOPY, ELBOW, DIAGNOSTIC, WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)",1
"29834","ARTHROSCOPY, ELBOW, SURGICAL; WITH REMOVAL OF LOOSE BODY OR FOREIGN BODY",1
"29835","ARTHROSCOPY, ELBOW, SURGICAL; SYNOVECTOMY, PARTIAL",1
"29836","ARTHROSCOPY, ELBOW, SURGICAL; SYNOVECTOMY, COMPLETE",1
"29837","ARTHROSCOPY, ELBOW, SURGICAL; DEBRIDEMENT, LIMITED",1
"29838","ARTHROSCOPY, ELBOW, SURGICAL; DEBRIDEMENT, EXTENSIVE",1
"29840","ARTHROSCOPY, WRIST, DIAGNOSTIC, WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)",1
"29843","ARTHROSCOPY, WRIST, SURGICAL; FOR INFECTION, LAVAGE AND DRAINAGE",1
"29844","ARTHROSCOPY, WRIST, SURGICAL; SYNOVECTOMY, PARTIAL",1
"29845","ARTHROSCOPY, WRIST, SURGICAL; SYNOVECTOMY, COMPLETE",1
"29846","ARTHROSCOPY, WRIST, SURGICAL; EXCISION AND/OR REPAIR OF TRIANGULAR FIBROCARTILAGE AND/OR JOINT DEBRIDEMENT",1
"29847","ARTHROSCOPY, WRIST, SURGICAL; INTERNAL FIXATION FOR FRACTURE OR INSTABILITY",1
"29848","ENDOSCOPY, WRIST, SURGICAL, WITH RELEASE OF TRANSVERSE CARPAL LIGAMENT",1
"29850","ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S) AND/OR TUBEROSITY FRACTURE(S) OF THE KNEE, WITH OR WITHOUT MANIPULATION; WITHOUT INTERNAL OR EXTERNAL FIXATION (INCLUDES ARTHROSCOPY)",1
"29851","ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S) AND/OR TUBEROSITY FRACTURE(S) OF THE KNEE, WITH OR WITHOUT MANIPULATION; WITH INTERNAL OR EXTERNAL FIXATION (INCLUDES ARTHROSCOPY)",1
"29855","ARTHROSCOPICALLY AIDED TREATMENT OF TIBIAL FRACTURE, PROXIMAL (PLATEAU); UNICONDYLAR, INCLUDES INTERNAL FIXATION, WHEN PERFORMED (INCLUDES ARTHROSCOPY)",1
"29856","ARTHROSCOPICALLY AIDED TREATMENT OF TIBIAL FRACTURE, PROXIMAL (PLATEAU); BICONDYLAR, INCLUDES INTERNAL FIXATION, WHEN PERFORMED (INCLUDES ARTHROSCOPY)",1
"29860","ARTHROSCOPY, HIP, DIAGNOSTIC WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)",1
"29861","ARTHROSCOPY, HIP, SURGICAL; WITH REMOVAL OF LOOSE BODY OR FOREIGN BODY",1
"29862","ARTHROSCOPY, HIP, SURGICAL; WITH DEBRIDEMENT/SHAVING OF ARTICULAR CARTILAGE (CHONDROPLASTY), ABRASION ARTHROPLASTY, AND/OR RESECTION OF LABRUM",1
"29863","ARTHROSCOPY, HIP, SURGICAL; WITH SYNOVECTOMY",1
"29866","ARTHROSCOPY, KNEE, SURGICAL; OSTEOCHONDRAL AUTOGRAFT(S) (EG, MOSAICPLASTY) (INCLUDES HARVESTING OF THE AUTOGRAFT[S])",1
"29867","ARTHROSCOPY, KNEE, SURGICAL; OSTEOCHONDRAL ALLOGRAFT (EG, MOSAICPLASTY)",1
"29868","ARTHROSCOPY, KNEE, SURGICAL; MENISCAL TRANSPLANTATION (INCLUDES ARTHROTOMY FOR MENISCAL INSERTION), MEDIAL OR LATERAL",1
"29870","ARTHROSCOPY, KNEE, DIAGNOSTIC, WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)",1
"29871","ARTHROSCOPY, KNEE, SURGICAL; FOR INFECTION, LAVAGE AND DRAINAGE",1
"29873","ARTHROSCOPY, KNEE, SURGICAL; WITH LATERAL RELEASE",1
"29874","ARTHROSCOPY, KNEE, SURGICAL; FOR REMOVAL OF LOOSE BODY OR FOREIGN BODY (EG, OSTEOCHONDRITIS DISSECANS FRAGMENTATION, CHONDRAL FRAGMENTATION)",1
"29875","ARTHROSCOPY, KNEE, SURGICAL; SYNOVECTOMY, LIMITED (EG, PLICA OR SHELF RESECTION) (SEPARATE PROCEDURE)",1
"29876","ARTHROSCOPY, KNEE, SURGICAL; SYNOVECTOMY, MAJOR, 2 OR MORE COMPARTMENTS (EG, MEDIAL OR LATERAL)",1
"29877","ARTHROSCOPY, KNEE, SURGICAL; DEBRIDEMENT/SHAVING OF ARTICULAR CARTILAGE (CHONDROPLASTY)",1
"29879","ARTHROSCOPY, KNEE, SURGICAL; ABRASION ARTHROPLASTY (INCLUDES CHONDROPLASTY WHERE NECESSARY) OR MULTIPLE DRILLING OR MICROFRACTURE",1
"29880","ARTHROSCOPY, KNEE, SURGICAL; WITH MENISCECTOMY (MEDIAL AND LATERAL, INCLUDING ANY MENISCAL SHAVING) INCLUDING DEBRIDEMENT/SHAVING OF ARTICULAR CARTILAGE (CHONDROPLASTY), SAME OR SEPARATE COMPARTMENT(S), WHEN PERFORMED",1
"29881","ARTHROSCOPY, KNEE, SURGICAL; WITH MENISCECTOMY (MEDIAL OR LATERAL, INCLUDING ANY MENISCAL SHAVING) INCLUDING DEBRIDEMENT/SHAVING OF ARTICULAR CARTILAGE (CHONDROPLASTY), SAME OR SEPARATE COMPARTMENT(S), WHEN PERFORMED",1
"29882","ARTHROSCOPY, KNEE, SURGICAL; WITH MENISCUS REPAIR (MEDIAL OR LATERAL)",1
"29883","ARTHROSCOPY, KNEE, SURGICAL; WITH MENISCUS REPAIR (MEDIAL AND LATERAL)",1
"29884","ARTHROSCOPY, KNEE, SURGICAL; WITH LYSIS OF ADHESIONS, WITH OR WITHOUT MANIPULATION (SEPARATE PROCEDURE)",1
"29885","ARTHROSCOPY, KNEE, SURGICAL; DRILLING FOR OSTEOCHONDRITIS DISSECANS WITH BONE GRAFTING, WITH OR WITHOUT INTERNAL FIXATION (INCLUDING DEBRIDEMENT OF BASE OF LESION)",1
"29886","ARTHROSCOPY, KNEE, SURGICAL; DRILLING FOR INTACT OSTEOCHONDRITIS DISSECANS LESION",1
"29887","ARTHROSCOPY, KNEE, SURGICAL; DRILLING FOR INTACT OSTEOCHONDRITIS DISSECANS LESION WITH INTERNAL FIXATION",1
"29888","ARTHROSCOPICALLY AIDED ANTERIOR CRUCIATE LIGAMENT REPAIR/AUGMENTATION OR RECONSTRUCTION",1
"29889","ARTHROSCOPICALLY AIDED POSTERIOR CRUCIATE LIGAMENT REPAIR/AUGMENTATION OR RECONSTRUCTION",1
"29891","ARTHROSCOPY, ANKLE, SURGICAL, EXCISION OF OSTEOCHONDRAL DEFECT OF TALUS AND/OR TIBIA, INCLUDING DRILLING OF THE DEFECT",1
"29892","ARTHROSCOPICALLY AIDED REPAIR OF LARGE OSTEOCHONDRITIS DISSECANS LESION, TALAR DOME FRACTURE, OR TIBIAL PLAFOND FRACTURE, WITH OR WITHOUT INTERNAL FIXATION (INCLUDES ARTHROSCOPY)",1
"29893","ENDOSCOPIC PLANTAR FASCIOTOMY",1
"29894","ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBULOTALAR JOINTS), SURGICAL; WITH REMOVAL OF LOOSE BODY OR FOREIGN BODY",1
"29895","ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBULOTALAR JOINTS), SURGICAL; SYNOVECTOMY, PARTIAL",1
"29897","ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBULOTALAR JOINTS), SURGICAL; DEBRIDEMENT, LIMITED",1
"29898","ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBULOTALAR JOINTS), SURGICAL; DEBRIDEMENT, EXTENSIVE",1
"29899","ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBULOTALAR JOINTS), SURGICAL; WITH ANKLE ARTHRODESIS",1
"29900","ARTHROSCOPY, METACARPOPHALANGEAL JOINT, DIAGNOSTIC, INCLUDES SYNOVIAL BIOPSY",1
"29901","ARTHROSCOPY, METACARPOPHALANGEAL JOINT, SURGICAL; WITH DEBRIDEMENT",1
"29902","ARTHROSCOPY, METACARPOPHALANGEAL JOINT, SURGICAL; WITH REDUCTION OF DISPLACED ULNAR COLLATERAL LIGAMENT (EG, STENER LESION)",1
"29904","ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; WITH REMOVAL OF LOOSE BODY OR FOREIGN BODY",1
"29905","ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; WITH SYNOVECTOMY",1
"29906","ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; WITH DEBRIDEMENT",1
"29907","ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; WITH SUBTALAR ARTHRODESIS",1
"29914","ARTHROSCOPY, HIP, SURGICAL; WITH FEMOROPLASTY (IE, TREATMENT OF CAM LESION)",1
"29915","ARTHROSCOPY, HIP, SURGICAL; WITH ACETABULOPLASTY (IE, TREATMENT OF PINCER LESION)",1
"29916","ARTHROSCOPY, HIP, SURGICAL; WITH LABRAL REPAIR",1
"29999","UNLISTED PROCEDURE, ARTHROSCOPY",1
"30000","DRAINAGE ABSCESS OR HEMATOMA, NASAL, INTERNAL APPROACH",1
"30020","DRAINAGE ABSCESS OR HEMATOMA, NASAL SEPTUM",1
"30100","BIOPSY, INTRANASAL",1
"30110","EXCISION, NASAL POLYP(S), SIMPLE",1
"30115","EXCISION, NASAL POLYP(S), EXTENSIVE",1
"30117","EXCISION OR DESTRUCTION (EG, LASER), INTRANASAL LESION; INTERNAL APPROACH",1
"30118","EXCISION OR DESTRUCTION (EG, LASER), INTRANASAL LESION; EXTERNAL APPROACH (LATERAL RHINOTOMY)",1
"30120","EXCISION OR SURGICAL PLANING OF SKIN OF NOSE FOR RHINOPHYMA",1
"30124","EXCISION DERMOID CYST, NOSE; SIMPLE, SKIN, SUBCUTANEOUS",1
"30125","EXCISION DERMOID CYST, NOSE; COMPLEX, UNDER BONE OR CARTILAGE",1
"30130","EXCISION INFERIOR TURBINATE, PARTIAL OR COMPLETE, ANY METHOD",1
"30140","SUBMUCOUS RESECTION INFERIOR TURBINATE, PARTIAL OR COMPLETE, ANY METHOD",1
"30150","RHINECTOMY; PARTIAL",1
"30160","RHINECTOMY; TOTAL",1
"30200","INJECTION INTO TURBINATE(S), THERAPEUTIC",1
"30210","DISPLACEMENT THERAPY (PROETZ TYPE)",1
"30220","INSERTION, NASAL SEPTAL PROSTHESIS (BUTTON)",1
"30300","REMOVAL FOREIGN BODY, INTRANASAL; OFFICE TYPE PROCEDURE",1
"30310","REMOVAL FOREIGN BODY, INTRANASAL; REQUIRING GENERAL ANESTHESIA",1
"30320","REMOVAL FOREIGN BODY, INTRANASAL; BY LATERAL RHINOTOMY",1
"30400","RHINOPLASTY, PRIMARY; LATERAL AND ALAR CARTILAGES AND/OR ELEVATION OF NASAL TIP",1
"30410","RHINOPLASTY, PRIMARY; COMPLETE, EXTERNAL PARTS INCLUDING BONY PYRAMID, LATERAL AND ALAR CARTILAGES, AND/OR ELEVATION OF NASAL TIP",1
"30420","RHINOPLASTY, PRIMARY; INCLUDING MAJOR SEPTAL REPAIR",1
"30430","RHINOPLASTY, SECONDARY; MINOR REVISION (SMALL AMOUNT OF NASAL TIP WORK)",1
"30435","RHINOPLASTY, SECONDARY; INTERMEDIATE REVISION (BONY WORK WITH OSTEOTOMIES)",1
"30450","RHINOPLASTY, SECONDARY; MAJOR REVISION (NASAL TIP WORK AND OSTEOTOMIES)",1
"30460","RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT LIP AND/OR PALATE, INCLUDING COLUMELLAR LENGTHENING; TIP ONLY",1
"30462","RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT LIP AND/OR PALATE, INCLUDING COLUMELLAR LENGTHENING; TIP, SEPTUM, OSTEOTOMIES",1
"30465","REPAIR OF NASAL VESTIBULAR STENOSIS (EG, SPREADER GRAFTING, LATERAL NASAL WALL RECONSTRUCTION)",1
"30520","SEPTOPLASTY OR SUBMUCOUS RESECTION, WITH OR WITHOUT CARTILAGE SCORING, CONTOURING OR REPLACEMENT WITH GRAFT",1
"30540","REPAIR CHOANAL ATRESIA; INTRANASAL",1
"30545","REPAIR CHOANAL ATRESIA; TRANSPALATINE",1
"30560","LYSIS INTRANASAL SYNECHIA",1
"30580","REPAIR FISTULA; OROMAXILLARY (COMBINE WITH 31030 IF ANTROTOMY IS INCLUDED)",1
"30600","REPAIR FISTULA; ORONASAL",1
"30620","SEPTAL OR OTHER INTRANASAL DERMATOPLASTY (DOES NOT INCLUDE OBTAINING GRAFT)",1
"30630","REPAIR NASAL SEPTAL PERFORATIONS",1
"30801","ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); SUPERFICIAL",1
"30802","ABLATION, SOFT TISSUE OF INFERIOR TURBINATES, UNILATERAL OR BILATERAL, ANY METHOD (EG, ELECTROCAUTERY, RADIOFREQUENCY ABLATION, OR TISSUE VOLUME REDUCTION); INTRAMURAL (IE, SUBMUCOSAL)",1
"30901","CONTROL NASAL HEMORRHAGE, ANTERIOR, SIMPLE (LIMITED CAUTERY AND/OR PACKING) ANY METHOD",1
"30903","CONTROL NASAL HEMORRHAGE, ANTERIOR, COMPLEX (EXTENSIVE CAUTERY AND/OR PACKING) ANY METHOD",1
"30905","CONTROL NASAL HEMORRHAGE, POSTERIOR, WITH POSTERIOR NASAL PACKS AND/OR CAUTERY, ANY METHOD; INITIAL",1
"30906","CONTROL NASAL HEMORRHAGE, POSTERIOR, WITH POSTERIOR NASAL PACKS AND/OR CAUTERY, ANY METHOD; SUBSEQUENT",1
"30915","LIGATION ARTERIES; ETHMOIDAL",1
"30920","LIGATION ARTERIES; INTERNAL MAXILLARY ARTERY, TRANSANTRAL",1
"30930","FRACTURE NASAL INFERIOR TURBINATE(S), THERAPEUTIC",1
"30999","UNLISTED PROCEDURE, NOSE",1
"31000","LAVAGE BY CANNULATION; MAXILLARY SINUS (ANTRUM PUNCTURE OR NATURAL OSTIUM)",1
"31002","LAVAGE BY CANNULATION; SPHENOID SINUS",1
"31020","SINUSOTOMY, MAXILLARY (ANTROTOMY); INTRANASAL",1
"31030","SINUSOTOMY, MAXILLARY (ANTROTOMY); RADICAL (CALDWELL-LUC) WITHOUT REMOVAL OF ANTROCHOANAL POLYPS",1
"31032","SINUSOTOMY, MAXILLARY (ANTROTOMY); RADICAL (CALDWELL-LUC) WITH REMOVAL OF ANTROCHOANAL POLYPS",1
"31040","PTERYGOMAXILLARY FOSSA SURGERY, ANY APPROACH",1
"31050","SINUSOTOMY, SPHENOID, WITH OR WITHOUT BIOPSY;",1
"31051","SINUSOTOMY, SPHENOID, WITH OR WITHOUT BIOPSY; WITH MUCOSAL STRIPPING OR REMOVAL OF POLYP(S)",1
"31070","SINUSOTOMY FRONTAL; EXTERNAL, SIMPLE (TREPHINE OPERATION)",1
"31075","SINUSOTOMY FRONTAL; TRANSORBITAL, UNILATERAL (FOR MUCOCELE OR OSTEOMA, LYNCH TYPE)",1
"31080","SINUSOTOMY FRONTAL; OBLITERATIVE WITHOUT OSTEOPLASTIC FLAP, BROW INCISION (INCLUDES ABLATION)",1
"31081","SINUSOTOMY FRONTAL; OBLITERATIVE, WITHOUT OSTEOPLASTIC FLAP, CORONAL INCISION (INCLUDES ABLATION)",1
"31084","SINUSOTOMY FRONTAL; OBLITERATIVE, WITH OSTEOPLASTIC FLAP, BROW INCISION",1
"31085","SINUSOTOMY FRONTAL; OBLITERATIVE, WITH OSTEOPLASTIC FLAP, CORONAL INCISION",1
"31086","SINUSOTOMY FRONTAL; NONOBLITERATIVE, WITH OSTEOPLASTIC FLAP, BROW INCISION",1
"31087","SINUSOTOMY FRONTAL; NONOBLITERATIVE, WITH OSTEOPLASTIC FLAP, CORONAL INCISION",1
"31090","SINUSOTOMY, UNILATERAL, 3 OR MORE PARANASAL SINUSES (FRONTAL, MAXILLARY, ETHMOID, SPHENOID)",1
"31200","ETHMOIDECTOMY; INTRANASAL, ANTERIOR",1
"31201","ETHMOIDECTOMY; INTRANASAL, TOTAL",1
"31205","ETHMOIDECTOMY; EXTRANASAL, TOTAL",1
"31225","MAXILLECTOMY; WITHOUT ORBITAL EXENTERATION",1
"31230","MAXILLECTOMY; WITH ORBITAL EXENTERATION (EN BLOC)",1
"31231","NASAL ENDOSCOPY, DIAGNOSTIC, UNILATERAL OR BILATERAL (SEPARATE PROCEDURE)",1
"31233","NASAL/SINUS ENDOSCOPY, DIAGNOSTIC WITH MAXILLARY SINUSOSCOPY (VIA INFERIOR MEATUS OR CANINE FOSSA PUNCTURE)",1
"31235","NASAL/SINUS ENDOSCOPY, DIAGNOSTIC WITH SPHENOID SINUSOSCOPY (VIA PUNCTURE OF SPHENOIDAL FACE OR CANNULATION OF OSTIUM)",1
"31237","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH BIOPSY, POLYPECTOMY OR DEBRIDEMENT (SEPARATE PROCEDURE)",1
"31238","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH CONTROL OF NASAL HEMORRHAGE",1
"31239","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DACRYOCYSTORHINOSTOMY",1
"31240","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH CONCHA BULLOSA RESECTION",1
"31241","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH LIGATION OF SPHENOPALATINE ARTERY",1
"31253","NASAL/SINUS ENDOSCOPY, SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR), INCLUDING FRONTAL SINUS EXPLORATION, WITH REMOVAL OF TISSUE FROM FRONTAL SINUS, WHEN PERFORMED",1
"31254","NASAL/SINUS ENDOSCOPY, SURGICAL WITH ETHMOIDECTOMY; PARTIAL (ANTERIOR)",1
"31255","NASAL/SINUS ENDOSCOPY, SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR)",1
"31256","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH MAXILLARY ANTROSTOMY;",1
"31257","NASAL/SINUS ENDOSCOPY, SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR), INCLUDING SPHENOIDOTOMY",1
"31259","NASAL/SINUS ENDOSCOPY, SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR), INCLUDING SPHENOIDOTOMY, WITH REMOVAL OF TISSUE FROM THE SPHENOID SINUS",1
"31267","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH MAXILLARY ANTROSTOMY; WITH REMOVAL OF TISSUE FROM MAXILLARY SINUS",1
"31276","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH FRONTAL SINUS EXPLORATION, INCLUDING REMOVAL OF TISSUE FROM FRONTAL SINUS, WHEN PERFORMED",1
"31287","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH SPHENOIDOTOMY;",1
"31288","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH SPHENOIDOTOMY; WITH REMOVAL OF TISSUE FROM THE SPHENOID SINUS",1
"31290","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH REPAIR OF CEREBROSPINAL FLUID LEAK; ETHMOID REGION",1
"31291","NASAL/SINUS ENDOSCOPY, SURGICAL, WITH REPAIR OF CEREBROSPINAL FLUID LEAK; SPHENOID REGION",1
"31292","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH MEDIAL OR INFERIOR ORBITAL WALL DECOMPRESSION",1
"31293","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH MEDIAL ORBITAL WALL AND INFERIOR ORBITAL WALL DECOMPRESSION",1
"31294","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH OPTIC NERVE DECOMPRESSION",1
"31295","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DILATION OF MAXILLARY SINUS OSTIUM (EG, BALLOON DILATION), TRANSNASAL OR VIA CANINE FOSSA",1
"31296","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DILATION OF FRONTAL SINUS OSTIUM (EG, BALLOON DILATION)",1
"31297","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DILATION OF SPHENOID SINUS OSTIUM (EG, BALLOON DILATION)",1
"31298","NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DILATION OF FRONTAL AND SPHENOID SINUS OSTIA (EG, BALLOON DILATION)",1
"31299","UNLISTED PROCEDURE, ACCESSORY SINUSES",1
"31300","LARYNGOTOMY (THYROTOMY, LARYNGOFISSURE), WITH REMOVAL OF TUMOR OR LARYNGOCELE, CORDECTOMY",1
"31360","LARYNGECTOMY; TOTAL, WITHOUT RADICAL NECK DISSECTION",1
"31365","LARYNGECTOMY; TOTAL, WITH RADICAL NECK DISSECTION",1
"31367","LARYNGECTOMY; SUBTOTAL SUPRAGLOTTIC, WITHOUT RADICAL NECK DISSECTION",1
"31368","LARYNGECTOMY; SUBTOTAL SUPRAGLOTTIC, WITH RADICAL NECK DISSECTION",1
"31370","PARTIAL LARYNGECTOMY (HEMILARYNGECTOMY); HORIZONTAL",1
