code,description,procedure_type_id
"4399550220","Acetaminophen w/ DM",
"439955022001","Acetaminophen w/ Dextromethorphan Capsule",
"43995502200115","Acetaminophen w/ DM Cap 325-15 MG",21
"439955022005","Acetaminophen w/ Dextromethorphan Chewable Tablet",
"43995502200520","Acetaminophen w/ DM Chew Tab 160-5 MG",21
"439955022009","Acetaminophen w/ Dextromethorphan Liquid",
"43995502200905","Acetaminophen w/ DM Liq 325-15 MG/15ML",21
"43995502200910","Acetaminophen w/ DM Liq 160-5 MG/5ML",21
"43995502200915","Acetaminophen w/ DM Liq 1000-30 MG/30ML",21
"439955022012","Acetaminophen w/ Dextromethorphan Syrup",
"43995502201225","Acetaminophen w/ DM Syrup 160-5 MG/5ML",21
"439955022018","Acetaminophen w/ Dextromethorphan Suspension",
"43995502201850","Acetaminophen w/ DM Susp 160-5 MG/5ML",21
"439956","*Non-Narc Antitussive-Decongestant***",
"43995602","Non-Narc Antitussive-Decongestant - Two Ingredient",
"4399560215","Phenylephrine-DM",
"439956021512","Phenylephrine-Dextromethorphan Syrup",
"43995602151210","Phenylephrine-DM Syrup 2.5-5 MG/5ML",21
"439956021520","Phenylephrine-Dextromethorphan Solution",
"43995602152010","Phenylephrine-DM Soln 2.5-5 MG/5ML",21
"439956021561","Phenylephrine-Dextromethorphan Strip",
"43995602156120","Phenylephrine-DM Oral Strip 2.5-5 MG",21
"43995602156140","Phenylephrine-DM Oral Strip 10-20 MG",21
"4399560230","Pseudoephedrine-DM",
"439956023009","Pseudoephedrine-Dextromethorphan Liquid",
"43995602300923","Pseudoephedrine-DM Liqd 15-7.5 MG/5ML",21
"43995602300930","Pseudoephedrine-DM Liqd 20-10 MG/5ML",21
"439956023010","Pseudoephedrine-Dextromethorphan Elixir",
"43995602301020","Pseudoephedrine-DM Elixir 20-10 MG/5ML",21
"439956023012","Pseudoephedrine-Dextromethorphan Syrup",
"43995602301220","Pseudoephedrine-DM Syrup 30-15 MG/5ML",21
"439956023020","Pseudoephedrine-Dextromethorphan Solution",
"43995602302020","Pseudoephedrine-DM Soln 7.5-2.5 MG/0.8ML",21
"4399560235","Chlophedianol-Pseudoephedrine",
"439956023509","Chlophedianol-Pseudoephedrine Liquid",
"43995602350920","Chlophedianol-Pseudoephedrine Liqd 12.5-30 MG/5ML",21
"439957","*Non-Narc Antitussive-Antihistamine***",
"43995702","Non-Narc Antitussive-Antihistamine - Two Ingredient",
"4399570206","Chlophedianol-Chlorcyclizine",
"439957020603","Chlophedianol-Chlorcyclizine Tablet",
"43995702060320","Chlophedianol-Chlorcyclizine Tab 25-25 MG",21
"439957020609","Chlophedianol-Chlorcyclizine Liquid",
"43995702060920","Chlophedianol-Chlorcyclizine Liquid 12.5-12.5 MG/5ML",21
"4399570210","Chlorpheniramine-DM",
"439957021003","Chlorpheniramine-Dextromethorphan Tablet",
"43995702100320","Chlorpheniramine-DM Tab 4-30 MG",21
"439957021005","Chlorpheniramine-Dextromethorphan Chewable Tablet",
"43995702100520","Chlorpheniramine-DM Chew Tab 1-5 MG",21
"439957021009","Chlorpheniramine-Dextromethorphan Liquid",
"43995702100910","Chlorpheniramine-DM Liquid 2-15 MG/15ML",21
"43995702100912","Chlorpheniramine-DM Liquid 1-5 MG/5ML",21
"43995702100915","Chlorpheniramine-DM Liquid 1-7.5 MG/5ML",21
"43995702100925","Chlorpheniramine-DM Liquid 2-15 MG/5ML",21
"439957021012","Chlorpheniramine-Dextromethorphan Syrup",
"43995702101203","Chlorpheniramine-DM Syrup 1-7.5 MG/5ML",21
"4399570220","Doxylamine-DM",
"439957022009","Doxylamine-Dextromethorphan Liquid",
"43995702200920","Doxylamine-DM Liquid 6.25-15 MG/15ML",21
"43995702200930","Doxylamine-DM Liquid 3.125-7.5 MG/5ML",21
"43995702200950","Doxylamine-DM Liquid 12.5-30 MG/10ML",21
"4399570220C4","Doxylamine-DM Liquid Therapy Pack",
"4399570220C420","Doxylamine-DM 6.25-15 MG/15ML & DM 15 MG/15ML Liqd Ther Pack",21
"4399570230","Promethazine-DM",
"439957023012","Promethazine-Dextromethorphan Syrup",
"43995702301210","Promethazine-DM Syrup 6.25-15 MG/5ML",21
"4399570243","Chlophedianol-Dexbrompheniramine",
"439957024320","Chlophedianol-Dexbrompheniramine Solution",
"43995702432020","Chlophedianol-Dexbrompheniramine Soln 12.5-1 MG/5ML",21
"4399570245","Chlophedianol-Pyrilamine",
"439957024503","Chlophedianol-Pyrilamine Tablet",
"43995702450320","Chlophedianol-Pyrilamine Tab 12.5-25 MG",21
"439957024509","Chlophedianol-Pyrilamine Liquid",
"43995702450920","Chlophedianol-Pyrilamine Liquid 25-50 MG/15ML",21
"43995702450925","Chlophedianol-Pyrilamine Liquid 12.5-25 MG/30ML",21
"43995702450930","Chlophedianol-Pyrilamine Liquid 12.5-12.5 MG/5ML",21
"4399570257","Thonzylamine-Chlophedianol",
"439957025709","Thonzylamine-Chlophedianol Liquid",
"43995702570920","Thonzylamine-Chlophedianol Liquid 6.25-6.25 MG/ML",21
"4399570270","Dextromethorphan-Pyrilamine",
"439957027003","Dextromethorphan-Pyrilamine Tablet",
"43995702700320","Dextromethorphan-Pyrilamine Tablet 30-30 MG",21
"439957027009","Dextromethorphan-Pyrilamine Liquid",
"43995702700920","Dextromethorphan-Pyrilamine Liquid 7.5-7.5 MG/5ML",21
"439958","*Non-Narc Antitussive-Decongestant-Antihistamine***",
"43995803","Non-Narc Antitussive-Decongestant-Antihist -Three Ingredient",
"4399580308","Phenylephrine-Brompheniramine-DM",
"439958030809","Phenylephrine-Brompheniramine-Dextromethorphan Liquid",
"43995803080910","Phenylephrine-Brompheniramine-DM Liquid 2.5-1-5 MG/5ML",21
"43995803080920","Phenylephrine-Brompheniramine-DM Liquid 5-2-10 MG/5ML",21
"43995803080934","Phenylephrine-Brompheniramine-DM Liquid 7.5-4-15 MG/5ML",21
"43995803080940","Phenylephrine-Brompheniramine-DM Liquid 10-4-20 MG/5ML",21
"439958030810","Phenylephrine-Brompheniramine-Dextromethorphan Elixir",
"43995803081020","Phenylephrine-Brompheniramine-DM Elixir 2.5-1-5 MG/5ML",21
"439958030812","Phenylephrine-Brompheniramine-Dextromethorphan Syrup",
"43995803081220","Phenylephrine-Brompheniramine-DM Syrup 5-2-10 MG/5ML",21
"4399580312","Phenylephrine-Chlorphen-DM",
"439958031203","Phenylephrine-Chlorpheniramine-Dextromethorphan Tablet",
"43995803120328","Phenylephrine-Chlorphen-DM Tab 10-4-10 MG",21
"439958031209","Phenylephrine-Chlorpheniramine-Dextromethorphan Liquid",
"43995803120905","Phenylephrine-Chlorphen-DM Liquid 5-2-10 MG/5ML",21
"43995803120906","Phenylephrine-Chlorphen-DM Liquid 6-2-15 MG/5ML",21
"43995803120908","Phenylephrine-Chlorphen-DM Liquid 1.5-0.6-2.75 MG/ML",21
"43995803120915","Phenylephrine-Chlorphen-DM Liquid 1.75-0.75-2.75 MG/ML",21
"43995803120918","Phenylephrine-Chlorphen-DM Liquid 7.5-4-30 MG/5ML",21
"43995803120919","Phenylephrine-Chlorphen-DM Liquid 10-2-15 MG/5ML",21
"43995803120927","Phenylephrine-Chlorphen-DM Liquid 10-4-10 MG/5ML",21
"43995803120928","Phenylephrine-Chlorphen-DM Liquid 10-4-12.5 MG/5ML",21
"43995803120930","Phenylephrine-Chlorphen-DM Liquid 10-4-15 MG/5ML",21
"43995803120940","Phenylephrine-Chlorphen-DM Liquid 2-1-3 MG/ML",21
"43995803120960","Phenylephrine-Chlorphen-DM Liquid 3.5-1-3 MG/ML",21
"439958031212","Phenylephrine-Chlorpheniramine-Dextromethorphan Syrup",
"43995803121205","Phenylephrine-Chlorphen-DM Syrup 5-2-10 MG/5ML",21
"43995803121210","Phenylephrine-Chlorphen-DM Syrup 5-2-15 MG/5ML",21
"43995803121240","Phenylephrine-Chlorphen-DM Syrup 10-4-20 MG/5ML",21
"439958031220","Phenylephrine-Chlorpheniramine-Dextromethorphan Solution",
"43995803122005","Phenylephrine-Chlorphen-DM Soln 10-4-10 MG/30ML",21
"4399580315","Phenylephrine-Pheniramine-DM",
"439958031530","Phenylephrine-Pheniramine-Dextromethorphan Packet",
"43995803153015","Phenylephrine-Pheniramine-DM Powd Pack 10-20-20 MG",21
"4399580316","Phenylephrine-Pyrilamine-DM",
"439958031612","Phenylephrine-Pyrilamine-Dextromethorphan Syrup",
"43995803161210","Phenylephrine-Pyrilamine-DM Syrup 5-8.33-10 MG/5ML",21
"439958031618","Phenylephrine-Pyrilamine-DM Suspension",
"43995803161820","Phenylephrine-Pyrilamine-DM Susp 5-16-15 MG/5ML",21
"4399580330","Pseudoephedrine-Chlorphen-DM",
"439958033005","Pseudoephedrine-Chlorphen-Dextromethorphan Chewable Tablet",
"43995803300540","Pseudoephed-Chlorphen-DM Chew Tab 30-2-10 MG",21
"439958033009","Pseudoephedrine-Chlorpheniramine-Dextromethorphan Liquid",
"43995803300903","Pseudoephed-Chlorphen-DM Liq 15-1-5 MG/5ML",21
"43995803300905","Pseudoephed-Chlorphen-DM Liq 15-1-7.5 MG/5ML",21
"43995803300908","Pseudoephed-Chlorphen-DM Liq 15-2-15 MG/5ML",21
"439958033012","Pseudoephedrine-Chlorpheniramine-Dextromethorphan Syrup",
"43995803301205","Pseudoephed-Chlorphen-DM Syrup 30-2-10 MG/5ML",21
"43995803301246","Pseudoephed-Chlorphen-DM Syrup 15-1-7.5 MG/5ML",21
"439958033018","Pseudoephedrine-Chlorphen-DM Suspension",
"43995803301820","Pseudoephed-Chlorphen-DM Susp 30-4-30 MG/5ML",21
"4399580332","Pseudoephed-Bromphen-DM",
"439958033210","Pseudoephedrine-Brompheniramine-Dextromethorphan Elixir",
"43995803321020","Pseudoephed-Bromphen-DM Elixir 15-1-5 MG/5ML",21
"439958033212","Pseudoephedrine-Brompheniramine-Dextromethorphan Syrup",
"43995803321210","Pseudoephed-Bromphen-DM Syrup 30-2-10 MG/5ML",21
"43995803321215","Pseudoephed-Bromphen-DM Syrup 30-3-15 MG/5ML",21
"43995803321232","Pseudoephed-Bromphen-DM Syrup 50-3-30 MG/5ML",21
"4399580346","Pseudoephedrine-Dexbrompheniramine-Chophedianol",
"439958034609","Pseudoephedrine-Dexbrompheniramine-Chophedianol Liquid",
"43995803460920","Pseudoephed-Dexbromphen-Chlophedianol Liqd 30-1-12.5 MG/5ML",21
"4399580348","Pseudoephedrine-Dexbrompheniramine-Dextromethorphan",
"439958034809","Pseudoephedrine-Dexbrompheniramine-Dextromethorphan Liquid",
"43995803480930","Pseudoephed-Dexbrompheniramine-DM Liqd 20-0.667-10 MG/5ML",21
"4399580349","Pseudoephedrine-Dexchlorpheniramine-Dextromethorphan",
"439958034909","Pseudoephedrine-Dexchlorpheniramine-Dextromethorphan Liquid",
"43995803490930","Pseudoephedrine-Dexchlorpheniramine-DM Liqd 30-1-15 MG/5ML",21
"4399580350","Phenylephrine-Dexbrompheniramine-Dextromethorphan",
"439958035003","Phenylephrine-Dexbrompheniramine-Dextromethorphan Tablet",
"43995803500320","Phenylephrine-Dexbrompheniramine-DM Tab 10-2-20 MG",21
"439958035009","Phenylephrine-Dexbrompheniramine-Dextromethorphan Liquid",
"43995803500920","Phenylephrine-Dexbrompheniramine-DM Liquid 10-2-20 MG/5ML",21
"43995803500930","Phenylephrine-Dexbrompheniramine-DM Liquid 7.5-2-15 MG/5ML",21
"43995803500940","Phenylephrine-Dexbrompheniramine-DM Liquid 5-1-10 MG/ML",21
"4399580354","Phenylephrine-Diphenhydramine-Dextromethorphan",
"439958035463","Phenylephrine-Diphenhydramine-Dextromethorphan Miscellaneous",
"43995803546320","PE-DM & PE-Diphenhydramine Syrup Day/Night Therapy Pack",21
"4399580361","Pseudoephedrine-Brompheniramine-Chlophedianol",
"439958036109","Pseudoephedrine-Brompheniramine-Chlophedianol Liquid",
"43995803610920","Pseudoephed-Bromphen-Chlophedianol Liqd 30-2-12.5 MG/5ML",21
"4399580363","Pseudoephedrine-Dexchlorpheniramine-Chlophedianol",
"439958036309","Pseudoephedrine-Dexchlorpheniramine-Chlophedianol Liquid",
"43995803630920","Pseudoephed-Dexchlorphen-Chlophedianol Liqd 30-1-12.5 MG/5ML",21
"43995803630940","Pseudoephed-Dexchlorphen-Chlophedianol Liqd 60-2-25 MG/5ML",21
"43995803630950","Pseudoephed-Dexchlorphen-Chlophedianol Liq 15-0.5-6.25 MG/ML",21
"4399580364","Pseudoephedrine-Doxylamine-Dextromethorphan",
"439958036409","Pseudoephedrine-Doxylamine-Dextromethorphan Liquid",
"43995803640920","Pseudoephed-Doxylamine-DM Liquid 30-6.25-15 MG/5ML",21
"4399580367","Phenylephrine-Chlorpheniramine-Carbetapentane",
"439958036709","Phenylephrine-Chlorpheniramine-Carbetapentane Liquid",
"43995803670920","Phenyleph-Chlorphen-Carbetapentane Liqd 10-4-27.5 MG/5ML",21
"439958036718","Phenylephrine-Chlorpheniramine-Carbetapentane Suspension",
"43995803671830","Phenyleph-Chlorphen-Carbetapentane Susp 2.5-1.25-7.5 MG/ML",21
"4399580368","Phenylephrine-Dexbrompheniramine-Chlophedianol",
"439958036809","Phenylephrine-Dexbrompheniramine-Chlophedianol Liquid",
"43995803680920","Phenylephrine-Dexbromphen-Chlophedianol Liqd 5-1-12.5 MG/5ML",21
"4399580373","Phenylephrine-Pyrilamine-Chlophedianol",
"439958037309","Phenylephrine-Pyrilamine-Chlophedianol Liquid",
"43995803730920","Phenyleph-Pyrilamine-Chlophedianol Liqd 5-12.5-12.5 MG/5ML",21
"4399580374","Phenylephrine-Thonzylamine-Chlophedianol",
"439958037409","Phenylephrine-Thonzylamine-Chlophedianol Liquid",
"43995803740920","Phenyleph-Thonzylamine-Chlophedianol Liqd 10-50-25 MG/15ML",21
"4399580376","Phenylephrine-Brompheniramine-Chlophedianol",
"439958037609","Phenylephrine-Brompheniramine-Chlophedianol Liquid",
"43995803760920","Phenylephrine-Bromphen-Chlophedianol Liqd 10-4-25 MG/5ML",21
"4399580377","Phenylephrine-Chlorpheniramine-Chlophedianol",
"439958037703","Phenylephrine-Chlorpheniramine-Chlophedianol Tablet",
"43995803770320","Phenylephrine-Chlorphen-Chlophedianol Tab 10-3.5-24 MG",21
"43995803770330","Phenylephrine-Chlorpheniramine-Chlophedianol Tab 15-4-25 MG",21
"439958037718","Phenylephrine-Chlorpheniramine-Chlophedianol Suspension",
"43995803771820","Phenylephrine-Chlorphen-Chlophedianol Susp 10-4-24 MG/5ML",21
"43995803771850","Phenylephrine-Chlorphen-Chlophedianol Susp 2.5-1.25-8 MG/ML",21
"4399580378","Phenylephrine-Dextromethorphan-Dexchlorpheniramine",
"439958037812","Phenylephrine-Dextromethorphan-Dexchlorpheniramine Syrup",
"43995803781220","Phenylephrine-DM-Dexchlorpheniramine Syrup 5-10-1 MG/5ML",21
"4399580380","Pseudoephedrine-Chlorcyclizine-Chlophedianol",
"439958038003","Pseudoephedrine-Chlorcyclizine-Chlophedianol Tablet",
"43995803800330","Pseudoephedrine-Chlorcyclizine-Chlophedianol Tab 60-25-25 MG",21
"439958038009","Pseudoephedrine-Chlorcyclizine-Chlophedianol Liquid",
"43995803800920","PSE-Chlorcyclizine-Chlophedianol Liqd 30-12.5-12.5 MG/5ML",21
"4399580395","Phenylephrine-Thonzylamine-Dextromethorphan",
"439958039509","Phenylephrine-Thonzylamine-Dextromethorphan Liquid",
"43995803950930","Phenylephrine-Thonzylamine-DM Liquid 5-25-10 MG/5ML",21
"4399580396","Phenylephrine-Triprolidine-Dextromethorphan",
"439958039612","Phenylephrine-Triprolidine-Dextromethorphan Syrup",
"43995803961220","Phenyleph-Triprolidine-DM Syrup 10-2.5-20 MG/5ML",21
"439959","*Non-Narc Antitussive-Decongestant-Antihistamine-Analg***",
"43995904","Non-Narc Antituss-Decongest-Antihist-Analg - Four Ingredient",
"4399590415","Phenylephrine-Chlorpheniramine-DM-Aspirin",
"439959041508","Phenylephrine-Chlorphen-DM-Aspirin Effervescent Tablet",
"43995904150820","Phenyleph-Chlorphen-DM-Aspirin Effer Tab 7.8-2-10-325 MG",21
"4399590416","Phenylephrine-Chlorpheniramine-DM w/ APAP",
"439959041601","Phenylephrine-Chlorpheniramine-DM w/ APAP Capsule",
"43995904160120","Phenyleph-Chlorphen-DM w/APAP Cap 5-2-10-325 MG",21
"439959041603","Phenylephrine-Chlorpheniramine-Dextromethorph w/ APAP Tablet",
"43995904160320","Phenyleph-Chlorphen-DM w/APAP Tab 5-2-10-325 MG",21
"439959041608","Phenylephrine-Chlorphen-DM w/ APAP Effervescent Tablet",
"43995904160820","Phenyleph-Chlorphen-DM w/APAP Effer Tab 5-2-10-250 MG",21
"439959041609","Phenylephrine-Chlorpheniramine-DM w/ APAP Liquid",
"43995904160920","Phenyleph-Chlorphen-DM w/APAP Liquid 2.5-1-5-160 MG/5ML",21
"439959041618","Phenylephrine-Chlorpheniramine-DM w/ APAP Suspension",
"43995904161820","Phenyleph-Chlorphen-DM w/APAP Susp 2.5-1-5-160 MG/5ML",21
"439959041663","Phenylephrine-Chlorpheniramine-DM w/ APAP Miscellaneous",
"43995904166320","PE-DM-APAP & PE-CPM-DM-APAP Tab Day/Night Therapy Pack",21
"4399590417","Phenylephrine-Diphenhydramine-DM w/ APAP",
"439959041703","Phenylephrine-Diphenhydramine-DM w/ APAP Tablet",
"43995904170320","Phenylephrine-Diphenhydramine-DM-APAP Tab 10-37.5-20-575 MG",21
"439959041709","Phenylephrine-Diphenhydramine-DM w/ APAP Liquid",
"43995904170920","Phenylephrine-Diphenhydram-DM-APAP Liq 10-25-20-650 MG/20ML",21
"439959041763","Phenylephrine-Diphenhydramine-DM w/ APAP Miscellaneous",
"43995904176350","Phenyleph-DM-APAP & Phenyleph-Diphenhyd-APAP Packet Ther Pak",21
"4399590418","Phenylephrine-Doxylamine-Dextromethorphan-Acetaminophen",
"439959041801","Phenylephrine-Doxylamine-DM-Acetaminophen Capsule",
"43995904180120","Phenylephrine-Doxyl-DM-Acetaminophen Cap 5-6.25-10-325 MG",21
"439959041803","Phenylephrine-Doxylamine-Dextromethorphan-Acetaminophen Tab",
"43995904180320","Phenylephrine-Doxyl-DM-Acetaminophen Tab 5-6.25-10-325 MG",21
"439959041809","Phenylephrine-Doxylamine-Dextromethorphan-APAP Liquid",
"43995904180920","Phenylephrine-Doxylamine-DM-APAP Liq 5-6.25-10-325 MG/15ML",21
"43995904180925","Phenylephrine-Doxylamine-DM-APAP Liq 5-6.25-15-500 MG/15ML",21
"439959041830","Phenylephrine-Doxylamine-DM-Acetaminophen Packet",
"43995904183030","Phenyleph-Doxylamine-DM-Acetaminophen Pack 10-12.5-20-650 MG",21
"439959041863","Phenylephrine-Doxylamine-Dextromethorphan-APAP Miscellaneous",
"43995904186320","PE-DM-APAP Cap & Doxylamine-DM-APAP Cap Day/Night Ther Pack",21
"43995904186330","PE-DM-APAP Cap & PE-Doxyl-DM-APAP Cap Day/Night Ther Pack",21
"43995904186350","PE-DM-APAP Liq & Doxylamine-DM-APAP Liq Day/Night Ther Pack",21
"4399590419","Phenylephrine-Doxylamine-Dextromethorphan-Aspirin",
"439959041908","Phenylephrine-Doxylamine-DM-Aspirin Effervescent Tablet",
"43995904190825","Phenyleph-Doxylamine-DM-Aspirin Effer Tab 7.8-6.25-10-500 MG",21
"439959041963","Phenylephrine-Doxylamine-DM-Aspirin Miscellaneous",
"43995904196320","PE-DM-ASA Effer Tab & PE-Doxyl-DM-ASA Effer Tab Day/Night Pk",21
"4399590450","Pseudoeph-CPM-DM w/APAP",
"439959045001","Pseudoephedrine-Chlorphenir-Dextromethorphan w/ APAP Capsule",
"43995904500108","Pseudoeph-Chlorphen-DM w/ APAP Cap 30-2-10-325 MG",21
"439959045003","Pseudoephedrine-Chlorphenir-Dextromethorphan w/ APAP Tablet",
"43995904500310","Pseudoeph-Chlorphen-DM w/ APAP Tab 30-2-15-325 MG",21
"43995904500320","Pseudoeph-Chlorphen-DM w/ APAP Tab 30-2-15-500 MG",21
"439959045012","Pseudoephedrine-Chlorphenir-Dextromethorphan w/ APAP Syrup",
"43995904501220","Pseudoeph-Chlorphen-DM w/ APAP Syrup 15-1-5-160 MG/5ML",21
"439959045030","Pseudoephedrine-Chlorphenir-Dextromethorphan w/ APAP Packet",
"43995904503035","Pseudoeph-Chlorphen-DM w/ APAP Pack 60-4-30-1000 MG",21
"4399590452","Pseudoephed-Doxyl-DM w/APAP",
"439959045201","Pseudoephed-Doxylamine-Dextromethorphan w/ APAP Capsule",
"43995904520120","Pseudoeph-Doxylamine-DM w/ APAP Cap 30-6.25-15-325 MG",21
"439959045209","Pseudoephed-Doxylamine-Dextromethorphan w/ APAP Liquid",
"43995904520920","Pseudoeph-Doxylamine-DM w/APAP Liq 60-12.5-30-1000 MG/30ML",21
"439961","*Analgesic-Expectorant***",
"43996102","Analgesic-Expectorant - Two Ingredient",
"4399610220","Acetaminophen-Guaifenesin",
"439961022003","Acetaminophen-Guaifenesin Tablet",
"43996102200320","Acetaminophen-Guaifenesin Tab 325-200 MG",21
"43996102200340","Acetaminophen-Guaifenesin Tab 650-400 MG",21
"439961022030","Acetaminophen-Guaifenesin Packet",
"43996102203040","Acetaminophen-Guaifenesin Powder Pack 1000-400 MG",21
"439962","*Decongestant w/ Expectorant***",
"43996202","Decongestant w/ Expectorant - Two Ingredient",
"4399620205","Ephedrine-Guaifenesin",
"439962020503","Ephedrine-Guaifenesin Tablet",
"43996202050320","Ephedrine-Guaifenesin Tab 12.5-200 MG",21
"43996202050340","Ephedrine-Guaifenesin Tab 25-400 MG",21
"4399620210","Phenylephrine-Guaifenesin",
"439962021003","Phenylephrine-Guaifenesin Tablet",
"43996202100308","Phenylephrine-Guaifenesin Tab 5-200 MG",21
"43996202100316","Phenylephrine-Guaifenesin Tab 10-380 MG",21
"43996202100317","Phenylephrine-Guaifenesin Tab 10-385 MG",21
"43996202100318","Phenylephrine-Guaifenesin Tab 10-388 MG",21
"43996202100319","Phenylephrine-Guaifenesin Tab 10-395 MG",21
"43996202100320","Phenylephrine-Guaifenesin Tab 10-400 MG",21
"439962021009","Phenylephrine-Guaifenesin Liquid",
"43996202100910","Phenylephrine-Guaifenesin Liqd 2.5-50 MG/5ML",21
"43996202100915","Phenylephrine-Guaifenesin Liqd 2.5-100 MG/5ML",21
"43996202100920","Phenylephrine-Guaifenesin Liqd 5-100 MG/5ML",21
"43996202100925","Phenylephrine-Guaifenesin Liqd 7.5-100 MG/5ML (1.5-20 MG/ML)",21
"43996202100928","Phenylephrine-Guaifenesin Liqd 7.5-200 MG/5ML",21
"43996202100929","Phenylephrine-Guaifenesin Liqd 10-100 MG/5ML",21
"43996202100950","Phenylephrine-Guaifenesin Drops 2.5-50 MG/ML",21
"439962021012","Phenylephrine-Guaifenesin Syrup",
"43996202101210","Phenylephrine-Guaifenesin Syrup 2.5-50 MG/5ML",21
"43996202101220","Phenylephrine-Guaifenesin Syrup 5-200 MG/5ML",21
"4399620230","Pseudoephedrine-Guaifenesin",
"439962023001","Pseudoephedrine-Guaifenesin Capsule",
"43996202300106","Pseudoephedrine-Guaifenesin Cap 30-150 MG",21
"43996202300108","Pseudoephedrine-Guaifenesin Cap 30-200 MG",21
"439962023003","Pseudoephedrine-Guaifenesin Tablet",
"43996202300312","Pseudoephedrine-Guaifenesin Tab 40-400 MG",21
"43996202300319","Pseudoephedrine-Guaifenesin Tab 60-375 MG",21
"43996202300320","Pseudoephedrine-Guaifenesin Tab 60-400 MG",21
"43996202300355","Pseudoephedrine-Guaifenesin Tab 30-190 MG",21
"43996202300357","Pseudoephedrine-Guaifenesin Tab 30-200 MG",21
"43996202300360","Pseudoephedrine-Guaifenesin Tab 45-400 MG",21
"43996202300375","Pseudoephedrine-Guaifenesin Tab 38.5-398 MG",21
"43996202300385","Pseudoephedrine-Guaifenesin Tab 60-380 MG",21
"439962023009","Pseudoephedrine-Guaifenesin Liquid",
"43996202300944","Pseudoephedrine-Guaifenesin Liqd 7.5-50 MG/ML",21
"439962023012","Pseudoephedrine-Guaifenesin Syrup",
"43996202301210","Pseudoephedrine-Guaifenesin Syrup 30-100 MG/5ML",21
"439962023074","Pseudoephedrine-Guaifenesin Tablet Extended Release 12 Hour",
"43996202307435","Pseudoephedrine-Guaifenesin Tab ER 12HR 60-600 MG",21
"43996202307492","Pseudoephedrine-Guaifenesin Tab ER 12HR 120-1200 MG",21
"439966","*Decongestant-Antihistamine w/ Expectorant***",
"43996603","Decongestant-Antihistamine w/ Expectorant - Three Ingredient",
"4399660318","Phenylephrine-Brompheniramine-Guaifenesin",
"439966031809","Phenylephrine-Brompheniramine-Guaifenesin Liquid",
"43996603180920","Phenylephrine-Brompheniramine-Guaifenesin Liqd 2-1-40 MG/ML",21
"439967","*Decongestant-Analgesic-Expectorant***",
"43996703","Decongestant-Analgesic-Expectorant - Three Ingredient",
"4399670350","Phenylephrine-Acetaminophen-Guaifenesin",
"439967035003","Phenylephrine-Acetaminophen-Guaifenesin Tablet",
"43996703500310","Phenylephrine-APAP-GG Tab 5-325-200 MG",21
"43996703500320","Phenylephrine-APAP-GG Tab 10-325-200 MG",21
"43996703500330","Phenylephrine-APAP-GG Tab 10-650-400 MG",21
"439967035009","Phenylephrine-Acetaminophen-Guaifenesin Liquid",
"43996703500915","Phenylephrine-APAP-GG Liqd 5-325-200 MG/15ML",21
"43996703500930","Phenylephrine-APAP-GG Liqd 10-650-400 MG/20ML",21
"4399670380","Pseudoephedrine-Acetaminophen-Guaifenesin",
"439967038003","Pseudoephedrine-Acetaminophen-Guaifenesin Tablet",
"43996703800320","Pseudoephedrine-Acetaminophen-Guaifenesin Tab 30-325-200 MG",21
"439968","*Decongestant-Antihistamine-Analgesic w/ Expectorant***",
"43996804","Decongestant-Antihist-Analgesic w/ Expect - Four Ingredient",
"4399680407","Phenylephrine-Diphenhydramine-GG w/ APAP",
"439968040763","Phenylephrine-Diphenhydramine-GG w/ APAP Miscellaneous",
"43996804076315","PE-GG-APAP Tab 5-200-325 MG & PE-DPH-APAP Tab 5-12.5-325 MG",21
"43996804076320","PE-GG-APAP Tab 5-200-325MG &PE-Diphenhyd-APAP Tab 5-25-325MG",21
"43996804076350","PE-GG-APAP Liqd & PE-DPH-APAP Liqd Day/Night Therapy Pack",21
"439969","*Antitussive-Decongestant-Analgesic***",
"43996903","Antitussive-Decongestant-Analgesic - Three Ingredient",
"4399690340","Dextromethorphan-Phenylephrine-Acetaminophen",
"439969034001","Dextromethorphan-Phenylephrine-Acetaminophen Capsule",
"43996903400120","Dextromethorphan-Phenylephrine-APAP Cap 10-5-325 MG",21
"439969034003","Dextromethorphan-Phenylephrine-Acetaminophen Tablet",
"43996903400320","Dextromethorphan-Phenylephrine-APAP Tab 10-5-325 MG",21
"43996903400330","Dextromethorphan-Phenylephrine-APAP Tab 15-5-325 MG",21
"439969034009","Dextromethorphan-Phenylephrine-Acetaminophen Liquid",
"43996903400910","Dextromethorphan-Phenylephrine-APAP Liqd 10-5-325 MG/15ML",21
"43996903400915","Dextromethorphan-Phenylephrine-APAP Liqd 20-10-650 MG/20ML",21
"43996903400920","Dextromethorphan-Phenylephrine-APAP Liqd 2.5-1.25-80 MG/ML",21
"439969034030","Dextromethorphan-Phenylephrine-Acetaminophen Packet",
"43996903403020","Dextromethorphan-Phenylephrine-APAP Powd Pack 20-10-500 MG",21
"43996903403030","Dextromethorphan-Phenylephrine-APAP Powd Pack 20-10-650 MG",21
"439969034063","Dextromethorphan-Phenylephrine-Acetaminophen Miscellaneous",
"43996903406330","Dextromethorphan-Phenylephrine-APAP Powd Pod 20-10-650 MG",21
"4399690370","Pseudoephedrine-Acetaminophen-Dextromethorphan",
